Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     103/703         Matrix::rows() const [234]
                0.00    0.00     103/103         RowVector::RowVector(int) [254]
                0.00    0.00     103/103         RowVector::~RowVector() [255]
-----------------------------------------------
                0.00    0.00    4151/4151        TaylorModel::evaluate_t(TaylorModel&, std::vector<Interval, std::allocator<Interval> > const&) const [97]
[108]    0.2    0.00    0.00    4151         Polynomial::add_assign(Monomial const&) [108]
                0.00    0.00   10634/973013      operator<(Monomial const&, Monomial const&) [43]
                0.00    0.00    4151/198027      Interval::subseteq(Interval const&) const [61]
                0.00    0.00    2076/2466930     Monomial::Monomial(Monomial const&) [18]
                0.00    0.00    2075/2075        Monomial::operator+=(Monomial const&) [133]
                0.00    0.00    4151/4112232     Interval::~Interval() [56]
                0.00    0.00   10339/10339       operator==(Monomial const&, Monomial const&) [220]
                0.00    0.00    4151/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.00     300/300         TaylorModelVec::preconditionCenterRemainder() [110]
[109]    0.2    0.00    0.00     300         TaylorModel::centerRemainder(int) [109]
                0.00    0.00     300/92573       Polynomial::operator+=(Polynomial const&) [11]
                0.00    0.00     300/7775        TaylorModel::TaylorModel(Interval const&, int) [67]
                0.00    0.00     300/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00     300/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00     300/322239      Polynomial::~Polynomial() [55]
                0.00    0.00     300/418839      Interval::operator+=(Interval const&) [58]
                0.00    0.00     300/4112232     Interval::~Interval() [56]
                0.00    0.00     300/938415      Interval::Interval() [206]
                0.00    0.00     300/300         Interval::remove_midpoint(Interval&) [248]
-----------------------------------------------
                0.00    0.00     100/100         PreconditionedTransformer::precondition(TaylorModelVec&, TaylorModelVec&, MySettings&, MyComponent&) [17]
[110]    0.2    0.00    0.00     100         TaylorModelVec::preconditionCenterRemainder() [110]
                0.00    0.00     300/300         TaylorModel::centerRemainder(int) [109]
-----------------------------------------------
                0.00    0.00     300/300         Polynomial::operator-(Polynomial const&) const [105]
[111]    0.2    0.00    0.00     300         Polynomial::operator-=(Polynomial const&) [111]
                0.00    0.00     300/92573       Polynomial::operator+=(Polynomial const&) [11]
                0.00    0.00    4187/2466930     Monomial::Monomial(Monomial const&) [18]
                0.00    0.00    4187/4187        Interval::inv_assign() [139]
                0.00    0.00     300/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00     300/322239      Polynomial::~Polynomial() [55]
-----------------------------------------------
                0.00    0.00      99/200         MyComponent::orderedTSPRemap(bool) [81]
                0.00    0.00     101/200         MyComponent::remapTimeStepPipe() [115]
[112]    0.1    0.00    0.00     200         getEmptyTMV(int) [112]
                0.00    0.00     600/7539        std::vector<TaylorModel, std::allocator<TaylorModel> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TaylorModel*, std::vector<TaylorModel, std::allocator<TaylorModel> > >, TaylorModel const&) [66]
                0.00    0.00     200/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00     200/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00     200/322239      Polynomial::~Polynomial() [55]
                0.00    0.00     200/934         TaylorModelVec::TaylorModelVec() [231]
                0.00    0.00     200/33469       TaylorModel::TaylorModel() [214]
-----------------------------------------------
                0.00    0.00       1/101         PreconditionedTransformer::firstTransform(MyComponent&, MySettings&) [138]
                0.00    0.00     100/101         PreconditionedTransformer::precondition(TaylorModelVec&, TaylorModelVec&, MySettings&, MyComponent&) [17]
[113]    0.1    0.00    0.00     101         TaylorModelVec::TaylorModelVec(std::vector<Interval, std::allocator<Interval> > const&, int) [113]
                0.00    0.00     303/7539        std::vector<TaylorModel, std::allocator<TaylorModel> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TaylorModel*, std::vector<TaylorModel, std::allocator<TaylorModel> > >, TaylorModel const&) [66]
                0.00    0.00     303/7775        TaylorModel::TaylorModel(Interval const&, int) [67]
                0.00    0.00     303/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00     303/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00     303/322239      Polynomial::~Polynomial() [55]
-----------------------------------------------
                0.00    0.00     900/900         TaylorModelVec::integral_no_remainder(TaylorModelVec&) const [91]
[114]    0.1    0.00    0.00     900         TaylorModel::integral_no_remainder(TaylorModel&) const [114]
                0.00    0.00     900/29960       TaylorModel::operator=(TaylorModel const&) [54]
                0.00    0.00    1797/3299        Interval::div_assign(double) [141]
-----------------------------------------------
                0.00    0.00       1/101         createOutput(std::vector<MyComponent*, std::allocator<MyComponent*> >, MyComponent&, Transformer*, MySettings*) [19]
                0.00    0.00     100/101         smallComp::singleStepPrepareIntegrate(MyComponent&, MySettings&) [7]
[115]    0.1    0.00    0.00     101         MyComponent::remapTimeStepPipe() [115]
                0.00    0.00     101/200         getEmptyTMV(int) [112]
                0.00    0.00     101/625         TaylorModelVec::operator=(TaylorModelVec const&) [102]
                0.00    0.00     101/4494        TaylorModelVec::~TaylorModelVec() [83]
                0.00    0.00       3/606         TaylorModel::transform(std::vector<int, std::allocator<int> >) [85]
                0.00    0.00       3/29960       TaylorModel::operator=(TaylorModel const&) [54]
                0.00    0.00       3/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00       3/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00       3/322239      Polynomial::~Polynomial() [55]
                0.00    0.00       6/10388       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) [219]
-----------------------------------------------
                0.00    0.00     900/900         TaylorModel::mul(TaylorModel&, Interval const&) const [104]
[116]    0.1    0.00    0.00     900         Polynomial::mul(Polynomial&, Interval const&) const [116]
                0.00    0.00     900/169541      std::list<Monomial, std::allocator<Monomial> >::operator=(std::list<Monomial, std::allocator<Monomial> > const&) [24]
-----------------------------------------------
                0.00    0.00     100/100         PreconditionedTransformer::precondition(TaylorModelVec&, TaylorModelVec&, MySettings&, MyComponent&) [17]
[117]    0.1    0.00    0.00     100         TaylorModelVec::intEvalNormal(std::vector<Interval, std::allocator<Interval> >&, std::vector<Interval, std::allocator<Interval> > const&) const [117]
                0.00    0.00     300/34677       Polynomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [34]
                0.00    0.00     300/2472        std::vector<Interval, std::allocator<Interval> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Interval*, std::vector<Interval, std::allocator<Interval> > >, Interval const&) [128]
                0.00    0.00     300/418839      Interval::operator+=(Interval const&) [58]
                0.00    0.00     300/4112232     Interval::~Interval() [56]
                0.00    0.00     300/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.00     309/309         TaylorModelVec::TaylorModelVec(Matrix const&) [107]
[118]    0.1    0.00    0.00     309         TaylorModel::TaylorModel(RowVector const&) [118]
                0.00    0.00     309/309         Polynomial::Polynomial(RowVector const&) [124]
                0.00    0.00     309/67696       Polynomial::operator=(Polynomial const&) [40]
                0.00    0.00     309/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00     309/322239      Polynomial::~Polynomial() [55]
                0.00    0.00     309/1939268     Interval::operator=(Interval const&) [60]
                0.00    0.00     309/4112232     Interval::~Interval() [56]
                0.00    0.00     618/938415      Interval::Interval() [206]
                0.00    0.00     309/51727       Polynomial::Polynomial() [212]
-----------------------------------------------
                0.00    0.00       3/903         yyparse() [1]
                0.00    0.00     900/903         TaylorModel::mul(TaylorModel&, Interval const&) const [104]
[119]    0.1    0.00    0.00     903         Polynomial::mul_assign(Interval const&) [119]
                0.00    0.00    3557/198027      Interval::subseteq(Interval const&) const [61]
                0.00    0.00    2654/609642      Interval::operator*=(Interval const&) [44]
                0.00    0.00     600/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00     903/4112232     Interval::~Interval() [56]
                0.00    0.00     903/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [1]
[120]    0.1    0.00    0.00       1         ContinuousSystem::ContinuousSystem(TaylorModelVec const&, Flowpipe const&) [120]
                0.00    0.00       6/912         Polynomial::toHornerForm(HornerForm&) const [31]
                0.00    0.00       1/3           Flowpipe::operator=(Flowpipe const&) [153]
                0.00    0.00       2/625         TaylorModelVec::operator=(TaylorModelVec const&) [102]
                0.00    0.00       6/16173       std::vector<HornerForm, std::allocator<HornerForm> >::_M_insert_aux(__gnu_cxx::__normal_iterator<HornerForm*, std::vector<HornerForm, std::allocator<HornerForm> > >, HornerForm const&) [84]
                0.00    0.00       1/1           TaylorModelVec::center_nc() [187]
                0.00    0.00       6/38750       HornerForm::~HornerForm() [123]
                0.00    0.00       7/4112232     Interval::~Interval() [56]
                0.00    0.00       6/615         HornerForm::HornerForm() [236]
                0.00    0.00       2/934         TaylorModelVec::TaylorModelVec() [231]
                0.00    0.00       1/5           Flowpipe::Flowpipe() [284]
                0.00    0.00       1/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.00      99/99          MyComponent::orderedTSPRemap(bool) [81]
[121]    0.1    0.00    0.00      99         TaylorModelVec::TaylorModelVec(int) [121]
                0.00    0.00     297/7539        std::vector<TaylorModel, std::allocator<TaylorModel> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TaylorModel*, std::vector<TaylorModel, std::allocator<TaylorModel> > >, TaylorModel const&) [66]
                0.00    0.00     297/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00     297/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00     297/322239      Polynomial::~Polynomial() [55]
                0.00    0.00     297/33469       TaylorModel::TaylorModel() [214]
-----------------------------------------------
                0.00    0.00    4796/4796        TaylorModel::transform(std::vector<int, std::allocator<int> >) [85]
[122]    0.1    0.00    0.00    4796         Monomial::transform(std::vector<int, std::allocator<int> >) [122]
                0.00    0.00    4796/2466930     Monomial::Monomial(Monomial const&) [18]
                0.00    0.00    4796/4805        Monomial::Monomial(Interval const&, std::vector<int, std::allocator<int> > const&) [131]
                0.00    0.00   14388/38737       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [213]
                0.00    0.00    4184/10388       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) [219]
-----------------------------------------------
                               83012             HornerForm::~HornerForm() [123]
                0.00    0.00       6/38750       ContinuousSystem::ContinuousSystem(TaylorModelVec const&, Flowpipe const&) [120]
                0.00    0.00       9/38750       MyComponent::prepareVariables(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, bool) [143]
                0.00    0.00      12/38750       ContinuousSystem::~ContinuousSystem() [160]
                0.00    0.00      15/38750       MyComponent::remapIVP(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >) [136]
                0.00    0.00      36/38750       std::vector<HornerForm, std::allocator<HornerForm> >::~vector() [182]
                0.00    0.00      81/38750       HornerForm::transform(std::vector<int, std::allocator<int> >) const [148]
                0.00    0.00     303/38750       Polynomial::intEval(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [48]
                0.00    0.00     603/38750       TaylorModel::insert_ctrunc_normal(TaylorModel&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [6]
                0.00    0.00   16173/38750       std::vector<HornerForm, std::allocator<HornerForm> >::_M_insert_aux(__gnu_cxx::__normal_iterator<HornerForm*, std::vector<HornerForm, std::allocator<HornerForm> > >, HornerForm const&) [84]
                0.00    0.00   21512/38750       Polynomial::toHornerForm(HornerForm&) const [31]
[123]    0.1    0.00    0.00   38750+83012   HornerForm::~HornerForm() [123]
                0.00    0.00   83012/4112232     Interval::~Interval() [56]
                               83012             HornerForm::~HornerForm() [123]
-----------------------------------------------
                0.00    0.00     309/309         TaylorModel::TaylorModel(RowVector const&) [118]
[124]    0.1    0.00    0.00     309         Polynomial::Polynomial(RowVector const&) [124]
                0.00    0.00     309/22436       std::list<Monomial, std::allocator<Monomial> >::sort() [52]
                0.00    0.00     307/2466930     Monomial::Monomial(Monomial const&) [18]
                0.00    0.00     307/8089        Monomial::Monomial(Interval const&, int) [134]
                0.00    0.00     614/4112232     Interval::~Interval() [56]
                0.00    0.00    1236/1236        RowVector::get(int) const [228]
                0.00    0.00     309/309         RowVector::size() const [244]
                0.00    0.00     307/143040      Interval::Interval(double) [208]
                0.00    0.00     307/2525089     Monomial::~Monomial() [204]
-----------------------------------------------
                0.00    0.00       3/618         MyComponentRemove::getNVarMParam(int, std::vector<int, std::allocator<int> >) [150]
                0.00    0.00       3/618         MyComponentRemove::getUnitTmv(int) [151]
                0.00    0.00       3/618         getUnitTmv(int) [154]
                0.00    0.00       3/618         yyparse() [1]
                0.00    0.00     606/618         TaylorModel::transform(std::vector<int, std::allocator<int> >) [85]
[125]    0.0    0.00    0.00     618         TaylorModel::TaylorModel(Polynomial const&, Interval const&) [125]
                0.00    0.00     618/23475       Polynomial::Polynomial(Polynomial const&) [65]
                0.00    0.00     618/2798840     Interval::Interval(Interval const&) [32]
-----------------------------------------------
                0.00    0.00       1/101         createOutput(std::vector<MyComponent*, std::allocator<MyComponent*> >, MyComponent&, Transformer*, MySettings*) [19]
                0.00    0.00     100/101         PreconditionedTransformer::transformFullSystem(MyComponent&, std::vector<MyComponent*, std::allocator<MyComponent*> >&, MySettings&) [16]
[126]    0.0    0.00    0.00     101         PrecondModel::PrecondModel(TaylorModelVec, TaylorModelVec) [126]
                0.00    0.00     202/2272        TaylorModelVec::TaylorModelVec(TaylorModelVec const&) [79]
-----------------------------------------------
                0.00    0.00     300/300         TaylorModelVec::Picard_ctrunc_normal(TaylorModelVec&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent*, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [29]
[127]    0.0    0.00    0.00     300         TaylorModel::integral(TaylorModel&, Interval const&) const [127]
                0.00    0.00     300/29960       TaylorModel::operator=(TaylorModel const&) [54]
                0.00    0.00    1497/3299        Interval::div_assign(double) [141]
-----------------------------------------------
                0.00    0.00       3/2472        Flowpipe::Flowpipe(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [137]
                0.00    0.00       3/2472        ContinuousReachability::createSmallComp() [156]
                0.00    0.00       4/2472        compute_power_4(int) [188]
                0.00    0.00       4/2472        compute_factorial_rec(int) [189]
                0.00    0.00       5/2472        compute_double_factorial(int) [181]
                0.00    0.00       6/2472        MyComponent::remapIVP(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >) [136]
                0.00    0.00       6/2472        yyparse() [1]
                0.00    0.00       8/2472        construct_step_exp_table(std::vector<Interval, std::allocator<Interval> >&, std::vector<Interval, std::allocator<Interval> >&, double, int) [178]
                0.00    0.00       9/2472        MyComponentRemove::getNVarMParam(int, std::vector<int, std::allocator<int> >) [150]
                0.00    0.00       9/2472        MyComponentRemove::getUnitTmv(int) [151]
                0.00    0.00       9/2472        getUnitTmv(int) [154]
                0.00    0.00     300/2472        TaylorModelVec::intEvalNormal(std::vector<Interval, std::allocator<Interval> >&, std::vector<Interval, std::allocator<Interval> > const&) const [117]
                0.00    0.00     300/2472        TaylorModelVec::Picard_only_remainder(std::vector<Interval, std::allocator<Interval> >&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent*, Interval const&) const [70]
                0.00    0.00     303/2472        TaylorModelVec::constant(std::vector<Interval, std::allocator<Interval> >&) const [147]
                0.00    0.00     600/2472        smallComp::findDecreasingRemainderFlow(TaylorModelVec&, std::vector<Interval, std::allocator<Interval> >&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent&, MySettings&, std::vector<Interval, std::allocator<Interval> >&) [27]
                0.00    0.00     903/2472        TaylorModelVec::polyRangeNormal(std::vector<Interval, std::allocator<Interval> >&, std::vector<Interval, std::allocator<Interval> > const&) const [95]
[128]    0.0    0.00    0.00    2472         std::vector<Interval, std::allocator<Interval> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Interval*, std::vector<Interval, std::allocator<Interval> > >, Interval const&) [128]
                0.00    0.00    4966/2798840     Interval::Interval(Interval const&) [32]
                0.00    0.00    2494/4112232     Interval::~Interval() [56]
-----------------------------------------------
                0.00    0.00     100/100         PreconditionedTransformer::precondition(TaylorModelVec&, TaylorModelVec&, MySettings&, MyComponent&) [17]
[129]    0.0    0.00    0.00     100         IdentityTransformer::getLeftToRight(TaylorModelVec&, Matrix&) [129]
                0.00    0.00     100/2272        TaylorModelVec::TaylorModelVec(TaylorModelVec const&) [79]
-----------------------------------------------
                                   3             MyComponent::prepareComponent(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [130]
                0.00    0.00       1/2           SmallCompSystem::my_reach_picard(std::list<Flowpipe, std::allocator<Flowpipe> >&, double, double, int, int, std::vector<Interval, std::allocator<Interval> > const&, bool, std::vector<std::string, std::allocator<std::string> > const&, Interval const&, OutputWriter&) const [4]
                0.00    0.00       1/2           getSystemComponent(std::vector<MyComponent*, std::allocator<MyComponent*> >, TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [132]
[130]    0.0    0.00    0.00       2+3       MyComponent::prepareComponent(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [130]
                0.00    0.00       2/2           MyComponent::remapIVP(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >) [136]
                0.00    0.00       2/2           MyComponent::prepareVariables(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, bool) [143]
                0.00    0.00       2/2           MyComponentRemove::getUnitTmv(int) [151]
                0.00    0.00       9/2272        TaylorModelVec::TaylorModelVec(TaylorModelVec const&) [79]
                0.00    0.00       6/625         TaylorModelVec::operator=(TaylorModelVec const&) [102]
                0.00    0.00       2/2           MyComponentRemove::getNVarMParam(int, int) [155]
                0.00    0.00      13/4494        TaylorModelVec::~TaylorModelVec() [83]
                0.00    0.00      20/2798840     Interval::Interval(Interval const&) [32]
                0.00    0.00      20/4112232     Interval::~Interval() [56]
                0.00    0.00       2/2           MyComponent::prepareMappers() [313]
                                   3             MyComponent::prepareComponent(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [130]
-----------------------------------------------
                0.00    0.00       9/4805        yyparse() [1]
                0.00    0.00    4796/4805        Monomial::transform(std::vector<int, std::allocator<int> >) [122]
[131]    0.0    0.00    0.00    4805         Monomial::Monomial(Interval const&, std::vector<int, std::allocator<int> > const&) [131]
                0.00    0.00    4805/2798840     Interval::Interval(Interval const&) [32]
-----------------------------------------------
                0.00    0.00       1/1           SmallCompSystem::my_reach_picard(std::list<Flowpipe, std::allocator<Flowpipe> >&, double, double, int, int, std::vector<Interval, std::allocator<Interval> > const&, bool, std::vector<std::string, std::allocator<std::string> > const&, Interval const&, OutputWriter&) const [4]
[132]    0.0    0.00    0.00       1         getSystemComponent(std::vector<MyComponent*, std::allocator<MyComponent*> >, TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [132]
                0.00    0.00       1/2           MyComponent::prepareComponent(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [130]
                0.00    0.00       1/1           MyComponentRemove::getNVarMParam(int, std::vector<int, std::allocator<int> >) [150]
                0.00    0.00       2/625         TaylorModelVec::operator=(TaylorModelVec const&) [102]
                0.00    0.00       3/7539        std::vector<TaylorModel, std::allocator<TaylorModel> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TaylorModel*, std::vector<TaylorModel, std::allocator<TaylorModel> > >, TaylorModel const&) [66]
                0.00    0.00       3/4494        TaylorModelVec::~TaylorModelVec() [83]
                0.00    0.00       1/2272        TaylorModelVec::TaylorModelVec(TaylorModelVec const&) [79]
                0.00    0.00       4/2798840     Interval::Interval(Interval const&) [32]
                0.00    0.00       4/4112232     Interval::~Interval() [56]
                0.00    0.00       3/3           MyComponent::addDependency(int, MyComponent*) [298]
                0.00    0.00       3/3           MyComponentRemove::findPos(int, std::vector<int, std::allocator<int> >*) [299]
                0.00    0.00       1/2           MyComponent::MyComponent() [314]
                0.00    0.00       1/934         TaylorModelVec::TaylorModelVec() [231]
-----------------------------------------------
                0.00    0.00    2075/2075        Polynomial::add_assign(Monomial const&) [108]
[133]    0.0    0.00    0.00    2075         Monomial::operator+=(Monomial const&) [133]
                0.00    0.00    2075/418839      Interval::operator+=(Interval const&) [58]
-----------------------------------------------
                0.00    0.00       1/8089        Polynomial::rmConstant() [175]
                0.00    0.00       9/8089        Polynomial::Polynomial(std::vector<Interval, std::allocator<Interval> > const&) [152]
                0.00    0.00     307/8089        Polynomial::Polynomial(RowVector const&) [124]
                0.00    0.00    7772/8089        Polynomial::Polynomial(Interval const&, int) [101]
[134]    0.0    0.00    0.00    8089         Monomial::Monomial(Interval const&, int) [134]
                0.00    0.00    8089/1939268     Interval::operator=(Interval const&) [60]
                0.00    0.00   24267/38737       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [213]
                0.00    0.00    8089/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.00     100/100         smallComp::advanceFlow(MyComponent&, MySettings&) [9]
[135]    0.0    0.00    0.00     100         TaylorModelVec::cutoff(Interval const&) [135]
                0.00    0.00     300/8400        Polynomial::cutoff(Interval const&) [94]
-----------------------------------------------
                0.00    0.00       2/2           MyComponent::prepareComponent(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [130]
[136]    0.0    0.00    0.00       2         MyComponent::remapIVP(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >) [136]
                0.00    0.00       6/606         TaylorModel::transform(std::vector<int, std::allocator<int> >) [85]
                0.00    0.00       3/3           HornerForm::transform(std::vector<int, std::allocator<int> >) const [148]
                0.00    0.00       6/7539        std::vector<TaylorModel, std::allocator<TaylorModel> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TaylorModel*, std::vector<TaylorModel, std::allocator<TaylorModel> > >, TaylorModel const&) [66]
                0.00    0.00       2/625         TaylorModelVec::operator=(TaylorModelVec const&) [102]
                0.00    0.00       6/16173       std::vector<HornerForm, std::allocator<HornerForm> >::_M_insert_aux(__gnu_cxx::__normal_iterator<HornerForm*, std::vector<HornerForm, std::allocator<HornerForm> > >, HornerForm const&) [84]
                0.00    0.00       6/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00       6/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00       6/322239      Polynomial::~Polynomial() [55]
                0.00    0.00       6/2472        std::vector<Interval, std::allocator<Interval> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Interval*, std::vector<Interval, std::allocator<Interval> > >, Interval const&) [128]
                0.00    0.00       3/39          HornerForm::operator=(HornerForm const&) [170]
                0.00    0.00       2/10          std::vector<Interval, std::allocator<Interval> >::operator=(std::vector<Interval, std::allocator<Interval> > const&) [177]
                0.00    0.00       2/45          std::vector<HornerForm, std::allocator<HornerForm> >::operator=(std::vector<HornerForm, std::allocator<HornerForm> > const&) [167]
                0.00    0.00      15/38750       HornerForm::~HornerForm() [123]
                0.00    0.00      23/4112232     Interval::~Interval() [56]
                0.00    0.00       2/2798840     Interval::Interval(Interval const&) [32]
                0.00    0.00       6/615         HornerForm::HornerForm() [236]
                0.00    0.00       6/10388       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) [219]
                0.00    0.00       2/934         TaylorModelVec::TaylorModelVec() [231]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [1]
[137]    0.0    0.00    0.00       1         Flowpipe::Flowpipe(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [137]
                0.00    0.00       2/103         TaylorModelVec::TaylorModelVec(Matrix const&) [107]
                0.00    0.00       1/102         TaylorModelVec::add(TaylorModelVec&, TaylorModelVec const&) const [99]
                0.00    0.00       3/7539        std::vector<TaylorModel, std::allocator<TaylorModel> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TaylorModel*, std::vector<TaylorModel, std::allocator<TaylorModel> > >, TaylorModel const&) [66]
                0.00    0.00       3/7775        TaylorModel::TaylorModel(Interval const&, int) [67]
                0.00    0.00       1/625         TaylorModelVec::operator=(TaylorModelVec const&) [102]
                0.00    0.00       3/4494        TaylorModelVec::~TaylorModelVec() [83]
                0.00    0.00       3/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00       3/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00       3/322239      Polynomial::~Polynomial() [55]
                0.00    0.00       3/2472        std::vector<Interval, std::allocator<Interval> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Interval*, std::vector<Interval, std::allocator<Interval> > >, Interval const&) [128]
                0.00    0.00       4/2798840     Interval::Interval(Interval const&) [32]
                0.00    0.00       8/4112232     Interval::~Interval() [56]
                0.00    0.00       6/2109        Matrix::set(double, int, int) [225]
                0.00    0.00       3/934         TaylorModelVec::TaylorModelVec() [231]
                0.00    0.00       3/3           Interval::sub_assign(double) [301]
                0.00    0.00       3/409         Interval::sup() const [241]
                0.00    0.00       3/3           Interval::midpoint() const [304]
                0.00    0.00       3/143040      Interval::Interval(double) [208]
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [306]
                0.00    0.00       2/503         Matrix::Matrix(int, int) [239]
                0.00    0.00       2/703         Matrix::~Matrix() [233]
                0.00    0.00       1/283425      Interval::Interval(double, double) [207]
                0.00    0.00       1/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.00       1/1           PreconditionedTransformer::transformFullSystem(MyComponent&, std::vector<MyComponent*, std::allocator<MyComponent*> >&, MySettings&) [16]
[138]    0.0    0.00    0.00       1         PreconditionedTransformer::firstTransform(MyComponent&, MySettings&) [138]
                0.00    0.00       1/101         TaylorModelVec::add_assign(TaylorModelVec const&) [96]
